SubNo,BlkNo,Trty,Resp,Cor,RT,PFresp,PFno,Congru,Effector,BadSub,Practice,RTinBounds
2,12,2,Z,1,365.268,436.06,0.563,2,1,0,0,1
2,12,4,/,1,356.937,541.256,2.322,2,2,0,0,1
2,12,2,Z,1,338.89,398.671,-9.768,2,1,0,0,1
2,12,1,Z,1,349.288,481.385,-2.179,1,1,0,0,1
2,12,4,/,1,325.401,421.039,2.38,2,2,0,0,1
2,12,1,Z,1,398.266,629.958,0.236,1,1,0,0,1
3,2,3,/,1,489.386,567.225,-1.408,1,2,0,0,1
3,2,3,/,1,628.678,567.505,1.896,1,2,0,0,1
3,2,1,Z,1,311.234,567.997,1.566,1,1,0,0,1
3,2,4,/,1,816.937,516.673,1.681,2,2,0,0,1
3,2,4,/,1,562.901,484.6,2.502,2,2,0,0,1
3,2,3,/,1,684.875,430.411,1.408,1,2,0,0,1
3,2,2,Z,1,618.023,538.048,-2.499,2,1,0,0,1
3,2,2,Z,1,779.592,604.827,-1.585,2,1,0,0,1
3,2,2,Z,1,876.582,555.407,-0.242,2,1,0,0,1
3,2,4,/,1,807.454,433.936,1.447,2,2,0,0,1
3,2,1,Z,1,748.955,563.207,1.268,1,1,0,0,1
3,2,4,/,1,641.019,470.297,2.405,2,2,0,0,1
3,2,3,/,1,983.599,343.553,1.329,1,2,0,0,1
3,2,1,Z,1,504.926,486.888,0.615,1,1,0,0,1
3,2,2,Z,1,542.815,605.59,-0.727,2,1,0,0,1
3,2,1,Z,1,596.81,485.774,1.492,1,1,0,0,1
3,2,2,Z,1,476.504,560.588,1.119,2,1,0,0,1
3,2,1,Z,1,626.421,439.266,1.51,1,1,0,0,1
3,2,3,/,1,580.839,423.661,-1.017,1,2,0,0,1
3,2,1,Z,1,468.985,522.584,0.578,1,1,0,0,1
3,2,1,Z,1,735.988,428.084,2.499,1,1,0,0,1
3,2,3,/,1,565.434,457.543,0.274,1,2,0,0,1
3,2,2,Z,1,847.476,408.692,-4.326,2,1,0,0,1
3,2,4,/,1,956.25,365.091,0.547,2,2,0,0,1
3,2,1,Z,1,509.984,390.707,0.746,1,1,0,0,1
3,2,2,Z,1,596.222,493.652,1.79,2,1,0,0,1
3,2,3,/,1,543.29,393.602,-1.486,1,2,0,0,1
3,2,3,/,1,807.818,430.169,0,1,2,0,0,1
3,2,3,/,1,490.983,463.622,1.544,1,2,0,0,1
3,2,2,Z,1,506.565,430.899,-0.69,2,1,0,0,1
3,2,4,/,1,730.512,471.174,2.092,2,2,0,0,1
3,2,2,Z,1,520.226,439.736,2.051,2,1,0,0,1
3,2,3,/,1,550.714,324.235,1.838,1,2,0,0,1
3,2,1,Z,1,526.877,400.99,1.305,1,1,0,0,1
3,2,4,/,1,810.931,407.755,0.762,2,2,0,0,1
3,2,2,Z,1,869.927,404.039,-0.765,2,1,0,0,1
3,2,4,/,1,629.163,392.651,1.701,2,2,0,0,1
3,2,1,Z,1,599.417,445.17,1.548,1,1,0,0,1
3,3,2,Z,1,452.832,445.346,-0.317,2,1,0,0,1
3,3,3,/,1,341.496,403.634,0.86,1,2,0,0,1
3,3,4,/,1,838.73,370.629,4.125,2,2,0,0,1
3,3,4,/,1,410.769,377.696,2.111,2,2,0,0,1
3,3,1,Z,1,432.242,429.375,1.939,1,1,0,0,1
3,3,1,Z,1,545.314,468.023,1.1,1,1,0,0,1
3,3,2,Z,1,489.464,328.99,1.287,2,1,0,0,1
3,3,3,/,1,286.055,347.898,2.424,1,2,0,0,1
3,3,3,/,1,481.082,357.949,1.114,1,2,0,0,1
3,3,1,Z,1,254.127,331.199,2.387,1,1,0,0,1
3,3,3,/,1,266.047,268.611,1.583,1,2,0,0,1
3,3,4,/,1,631.577,373.65,3.05,2,2,0,0,1
3,3,1,Z,1,260.481,378.117,1.604,1,1,0,0,1
3,3,1,Z,1,359.618,320.057,2.182,1,1,0,0,1
3,3,2,Z,1,556.18,351.57,-9.286,2,1,0,0,1
3,3,4,/,1,297.84,251.381,0.841,2,2,0,0,1
3,3,2,Z,1,527.866,132.171,0.615,2,1,0,0,1
3,3,3,/,1,445.074,356.42,0.078,1,2,0,0,1
3,3,4,/,1,488.784,350.77,1.31,2,2,0,0,1
3,3,1,Z,1,460.346,348.266,1.287,1,1,0,0,1
3,3,3,/,1,428.031,261.544,4.359,1,2,0,0,1
3,3,1,Z,1,607.439,373.543,-1.529,1,1,0,0,1
3,3,2,Z,1,451.266,289.365,0.466,2,1,0,0,1
3,3,2,Z,1,407.13,268.193,3.394,2,1,0,0,1
3,3,3,/,1,435.028,316.925,0.391,1,2,0,0,1
3,3,2,Z,1,544.001,374.168,2.275,2,1,0,0,1
3,3,2,Z,1,377.727,319.705,0.914,2,1,0,0,1
3,3,2,Z,1,365.173,242.173,1.399,2,1,0,0,1
3,3,1,Z,1,388.268,249.68,2.76,1,1,0,0,1
3,3,4,/,1,425.59,336.467,2.659,2,2,0,0,1
3,3,4,/,1,411.888,268.779,1.251,2,2,0,0,1
3,3,3,/,1,543.099,264.266,0.684,1,2,0,0,1
3,3,3,/,1,292.925,325.522,2.854,1,2,0,0,1
3,3,2,Z,1,452.34,355.362,-3.599,2,1,0,0,1
3,3,4,/,1,489.483,362.928,0.567,2,2,0,0,1
3,3,1,Z,1,687.194,276.892,-3.487,1,1,0,0,1
3,3,3,/,1,334.345,318.268,0.86,1,2,0,0,1
3,3,1,Z,1,290.557,267.352,1.51,1,1,0,0,1
3,4,2,Z,1,728.97,357.376,-10.703,2,1,0,0,1
3,4,1,Z,1,437.904,277.85,1.678,1,1,0,0,1
3,4,3,/,1,264.775,356.122,1.486,1,2,0,0,1
3,4,4,/,1,516.432,322.072,1.075,2,2,0,0,1
3,4,3,/,1,377.298,451.483,2.033,1,2,0,0,1
3,4,1,Z,1,380.284,274.41,2.2,1,1,0,0,1
3,4,2,Z,1,620.019,369.125,1.305,2,1,0,0,1
3,4,3,/,1,522.519,322.426,1.153,1,2,0,0,1
3,4,4,/,1,481.32,366.042,1.896,2,2,0,0,1
3,4,4,/,1,418.544,393.956,1.466,2,2,0,0,1
3,4,1,Z,1,536.42,399.211,2.2,1,1,0,0,1
3,4,2,Z,1,555.196,322.148,0.709,2,1,0,0,1
3,4,3,/,1,411.192,292.33,2.346,1,2,0,0,1
3,4,3,/,1,508.455,377.323,1.896,1,2,0,0,1
3,4,1,Z,1,503.86,308.933,2.051,1,1,0,0,1
3,4,4,/,1,449.916,334.304,2.6,2,2,0,0,1
3,4,1,Z,1,349.242,453.791,2.033,1,1,0,0,1
3,4,4,/,1,429.006,370.759,2.092,2,2,0,0,1
3,4,2,Z,1,408.989,319.138,2.294,2,1,0,0,1
3,4,2,Z,1,388.195,295.483,1.529,2,1,0,0,1
3,4,2,Z,1,380.545,270.578,2.126,2,1,0,0,1
3,4,2,Z,1,379.447,313.293,0.186,2,1,0,0,1
3,4,3,/,1,623.731,344.542,1.583,1,2,0,0,1
3,4,4,/,1,459.672,434.085,1.857,2,2,0,0,1
3,4,3,/,1,442.294,417.452,2.893,1,2,0,0,1
3,4,4,/,1,498.772,397.723,2.111,2,2,0,0,1
3,4,1,Z,1,458.912,419.209,3.002,1,1,0,0,1
3,4,1,Z,1,436.805,446.128,0.541,1,1,0,0,1
3,4,3,/,1,458.391,376.782,2.189,1,2,0,0,1
3,4,2,Z,1,496.144,431.173,1.622,2,1,0,0,1
3,4,4,/,1,758.587,212.558,1.701,2,2,0,0,1
3,4,3,/,1,480.812,412.809,1.114,1,2,0,0,1
3,4,1,Z,1,404.144,382.359,1.641,1,1,0,0,1
3,4,4,/,1,928.2,342.36,0.352,2,2,0,0,1
3,4,1,Z,1,375.194,304.808,1.044,1,1,0,0,1
3,4,1,Z,1,439.962,384.334,2.07,1,1,0,0,1
3,4,2,Z,1,499.19,407.734,1.492,2,1,0,0,1
3,5,4,/,1,382.548,414.338,-0.332,2,2,0,0,1
3,5,1,Z,1,483.119,289.951,1.473,1,1,0,0,1
3,5,4,/,1,431.511,361.231,2.131,2,2,0,0,1
3,5,2,Z,1,461.121,326.117,-0.559,2,1,0,0,1
3,5,2,Z,1,824.945,531.557,-0.093,2,1,0,0,1
3,5,4,/,1,422.204,328.878,1.818,2,2,0,0,1
3,5,2,Z,1,714.385,438.269,-4.624,2,1,0,0,1
3,5,4,/,1,654.72,263.8,2.991,2,2,0,0,1
3,5,3,/,1,548.966,247.763,1.408,1,2,0,0,1
3,5,3,/,1,414.481,272.564,2.229,1,2,0,0,1
3,5,2,Z,1,420.483,407.421,0.485,2,1,0,0,1
3,5,1,Z,1,435.021,340.192,1.995,1,1,0,0,1
3,5,2,Z,1,388.868,319.216,1.641,2,1,0,0,1
3,5,1,Z,1,430.191,442.727,1.156,1,1,0,0,1
3,5,3,/,1,341.06,314.893,2.053,1,2,0,0,1
3,5,2,Z,1,376.559,299.882,-1.716,2,1,0,0,1
3,5,4,/,1,449.015,308.907,1.29,2,2,0,0,1
3,5,3,/,1,641.224,376.335,1.486,1,2,0,0,1
3,5,3,/,1,467.67,379.337,1.056,1,2,0,0,1
3,5,4,/,1,542.901,371.766,1.681,2,2,0,0,1
3,5,1,Z,1,415.27,391.137,1.566,1,1,0,0,1
3,5,4,/,1,603.589,411.615,5.259,2,2,0,0,1
3,5,1,Z,1,256.288,427.576,1.249,1,1,0,0,1
3,5,1,Z,1,320.204,418.818,1.305,1,1,0,0,1
3,5,3,/,1,294.411,415.289,1.408,1,2,0,0,1
3,5,3,/,1,298.445,370.61,1.408,1,2,0,0,1
3,5,2,Z,1,391.564,407.362,1.716,2,1,0,0,1
3,5,4,/,1,357.032,359.012,1.192,2,2,0,0,1
3,5,1,Z,1,555.866,431.505,1.492,1,1,0,0,1
3,5,2,Z,1,433.286,488.08,2.984,2,1,0,0,1
3,5,4,/,1,421.638,425.06,1.349,2,2,0,0,1
3,5,1,Z,1,498.154,425.328,0.82,1,1,0,0,1
3,5,1,Z,1,681.604,432.776,-0.392,1,1,0,0,1
3,5,3,/,1,414.857,388.288,1.662,1,2,0,0,1
3,5,1,Z,1,297.327,426.384,2.107,1,1,0,0,1
3,5,2,Z,1,411.865,354.873,2.405,2,1,0,0,1
3,5,4,/,1,411.23,286.288,1.368,2,2,0,0,1
3,5,3,/,1,284.923,283.323,1.466,1,2,0,0,1
3,6,1,Z,1,407.684,396.845,1.753,1,1,0,0,1
3,6,4,/,1,444.081,363.002,1.31,2,2,0,0,1
3,6,2,Z,1,384.576,399.641,2.424,2,1,0,0,1
3,6,4,/,1,465.835,390.563,2.307,2,2,0,0,1
3,6,4,/,1,401.757,361.268,1.447,2,2,0,0,1
3,6,2,Z,1,545.21,382.496,0.075,2,1,0,0,1
3,6,2,Z,1,431.305,375.126,1.193,2,1,0,0,1
3,6,3,/,1,302.61,411.671,1.31,1,2,0,0,1
3,6,3,/,1,367.555,333.316,3.558,1,2,0,0,1
3,6,3,/,1,461.012,372.4,1.955,1,2,0,0,1
3,6,3,/,1,329.11,293.057,1.779,1,2,0,0,1
3,6,3,/,1,364.43,346.369,1.896,1,2,0,0,1
3,6,2,Z,1,386.392,382.789,1.939,2,1,0,0,1
3,6,1,Z,1,445.9,373.152,2.909,1,1,0,0,1
3,6,1,Z,1,331.822,329.069,1.716,1,1,0,0,1
3,6,3,/,1,263.132,351.385,3.577,1,2,0,0,1
3,6,1,Z,1,373.269,362.185,1.585,1,1,0,0,1
3,6,2,Z,1,455.231,355.499,0.671,2,1,0,0,1
3,6,1,Z,1,355.389,418.251,1.044,1,1,0,0,1
3,6,3,/,1,302.669,396.381,1.623,1,2,0,0,1
3,6,4,/,1,393.872,315.918,1.036,2,2,0,0,1
3,6,4,/,1,470.933,364.252,0.958,2,2,0,0,1
3,6,4,/,1,556.637,402.739,2.561,2,2,0,0,1
3,6,3,/,1,301.557,415.195,-0.313,1,2,0,0,1
3,6,1,Z,1,338.398,379.368,1.343,1,1,0,0,1
3,6,2,Z,1,568.534,395.574,2.946,2,1,0,0,1
3,6,2,Z,1,332.743,365.743,1.883,2,1,0,0,1
3,6,1,Z,1,325.001,390.12,1.548,1,1,0,0,1
3,6,1,Z,1,344.843,316.714,2.424,1,1,0,0,1
3,6,1,Z,1,328.227,316.44,1.343,1,1,0,0,1
3,6,2,Z,1,414.149,313.762,2.331,2,1,0,0,1
3,6,3,/,1,305.12,439.66,1.642,1,2,0,0,1
3,6,2,Z,1,427.362,405.114,1.79,2,1,0,0,1
3,6,4,/,1,378.826,404.641,2.072,2,2,0,0,1
3,6,4,/,1,610.976,388.288,0.684,2,2,0,0,1
3,6,2,Z,1,451.597,388.048,2.499,2,1,0,0,1
3,6,3,/,1,832.65,311.219,2.405,1,2,0,0,1
3,7,2,Z,1,447.254,437.898,0.317,2,1,0,0,1
3,7,2,Z,1,634.028,388.498,2.051,2,1,0,0,1
3,7,3,/,1,378.208,436.845,0.391,1,2,0,0,1
3,7,1,Z,1,441.636,486.614,2.592,1,1,0,0,1
3,7,1,Z,1,353.616,483.154,1.212,1,1,0,0,1
3,7,3,/,1,316.841,340.756,1.603,1,2,0,0,1
3,7,2,Z,1,423.579,391.02,2.685,2,1,0,0,1
3,7,4,/,1,336.841,282.596,3.265,2,2,0,0,1
3,7,4,/,1,284.419,308.833,2.014,2,2,0,0,1
3,7,2,Z,1,272.978,382.262,2.182,2,1,0,0,1
3,7,2,Z,1,360.319,353.564,0.951,2,1,0,0,1
3,7,2,Z,1,410.453,290.616,0.615,2,1,0,0,1
3,7,1,Z,1,516.717,316.479,0.186,1,1,0,0,1
3,7,4,/,1,405.95,346.108,1.681,2,2,0,0,1
3,7,4,/,1,401.415,330.743,1.153,2,2,0,0,1
3,7,3,/,1,544.755,353.772,2.131,1,2,0,0,1
3,7,2,Z,1,379.758,357.376,2.443,2,1,0,0,1
3,7,1,Z,1,706.766,375.341,1.995,1,1,0,0,1
3,7,4,/,1,345.866,357.408,1.955,2,2,0,0,1
3,7,2,Z,1,453.584,369.457,1.473,2,1,0,0,1
3,7,3,/,1,466.456,397.182,2.307,1,2,0,0,1
3,7,1,Z,1,459.557,278.124,0.932,1,1,0,0,1
3,7,1,Z,1,419.273,327.407,1.66,1,1,0,0,1
3,7,4,/,1,424.505,316.086,1.623,2,2,0,0,1
3,7,3,/,1,585.289,324.962,1.192,1,2,0,0,1
3,7,1,Z,1,333.954,389.338,2.07,1,1,0,0,1
3,7,3,/,1,314.924,355.301,1.271,1,2,0,0,1
3,7,1,Z,1,292.311,402.612,1.883,1,1,0,0,1
3,7,2,Z,1,614.699,400.95,2.387,2,1,0,0,1
3,7,3,/,1,538.381,314.632,0.411,1,2,0,0,1
3,7,3,/,1,473.187,340.383,1.642,1,2,0,0,1
3,7,3,/,1,303.662,368.13,1.759,1,2,0,0,1
3,7,1,Z,1,310.96,405.72,1.66,1,1,0,0,1
3,7,4,/,1,400.361,341.651,3.03,2,2,0,0,1
3,7,4,/,1,395.925,386.572,1.349,2,2,0,0,1
3,7,2,Z,1,305.283,383.376,0.932,2,1,0,0,1
3,7,4,/,1,337.439,464.237,1.29,2,2,0,0,1
3,8,2,Z,1,327.143,369.261,1.585,2,1,0,0,1
3,8,4,/,1,356.466,430.299,2.522,2,2,0,0,1
3,8,1,Z,1,350.899,311.768,1.454,1,1,0,0,1
3,8,2,Z,1,355.1,303.538,2.182,2,1,0,0,1
3,8,1,Z,1,466.696,366.74,2.517,1,1,0,0,1
3,8,1,Z,1,447.562,404.508,2.424,1,1,0,0,1
3,8,4,/,1,409.272,455.119,1.29,2,2,0,0,1
3,8,1,Z,1,296.158,473.81,2.517,1,1,0,0,1
3,8,2,Z,1,372.103,319.9,1.716,2,1,0,0,1
3,8,1,Z,1,292.115,374.598,0.746,1,1,0,0,1
3,8,4,/,1,284.489,403.317,1.192,2,2,0,0,1
3,8,4,/,1,235.058,322.986,2.698,2,2,0,0,1
3,8,3,/,1,339.698,330.556,2.326,1,2,0,0,1
3,8,4,/,1,457.445,369.342,1.388,2,2,0,0,1
3,8,4,/,1,401.989,314.967,2.385,2,2,0,0,1
3,8,2,Z,1,291.801,363.201,0.242,2,1,0,0,1
3,8,3,/,1,367.815,383.458,3.499,1,2,0,0,1
3,8,3,/,1,505.396,234.002,1.31,1,2,0,0,1
3,8,2,Z,1,402.065,348.442,1.454,2,1,0,0,1
3,8,2,Z,1,431.176,396.024,2.909,2,1,0,0,1
3,8,1,Z,1,547.155,292.59,0.653,1,1,0,0,1
3,8,4,/,1,321.143,358.266,1.525,2,2,0,0,1
3,8,2,Z,1,410.623,248.683,0.895,2,1,0,0,1
3,8,3,/,1,650.117,311.518,1.114,1,2,0,0,1
3,8,4,/,1,415.824,335.778,2.248,2,2,0,0,1
3,8,1,Z,1,512.89,396.102,1.51,1,1,0,0,1
3,8,4,/,1,624.412,318.771,0.86,2,2,0,0,1
3,8,1,Z,1,371.043,349.556,0.559,1,1,0,0,1
3,8,3,/,1,628.207,307.285,0.176,1,2,0,0,1
3,8,1,Z,1,566.085,403.14,0.97,1,1,0,0,1
3,8,3,/,1,497.168,378.517,2.737,1,2,0,0,1
3,8,2,Z,1,552.607,348.52,2.256,2,1,0,0,1
3,8,4,/,1,400.798,385.882,2.365,2,2,0,0,1
3,8,3,/,1,786.615,327.181,3.03,1,2,0,0,1
3,9,3,/,1,330.438,357.539,1.955,1,2,0,0,1
3,9,1,Z,1,350.68,442.238,1.361,1,1,0,0,1
3,9,3,/,1,629.632,416.706,0.489,1,2,0,0,1
3,9,2,Z,1,525.24,464.465,2.984,2,1,0,0,1
3,9,2,Z,1,354.778,357.337,1.529,2,1,0,0,1
3,9,4,/,1,402.173,471.454,1.603,2,2,0,0,1
3,9,2,Z,1,841.039,354.561,1.79,2,1,0,0,1
3,9,3,/,1,294.692,438.43,1.994,1,2,0,0,1
3,9,3,/,1,399.496,384.484,1.192,1,2,0,0,1
3,9,3,/,1,389.471,622.42,2.561,1,2,0,0,1
3,9,4,/,1,382.085,373.445,2.522,2,2,0,0,1
3,9,4,/,1,291.921,400.949,2.17,2,2,0,0,1
3,9,1,Z,1,386.82,383.161,2.07,1,1,0,0,1
3,9,4,/,1,333.985,460.508,2.815,2,2,0,0,1
3,9,1,Z,1,519.518,418.329,1.026,1,1,0,0,1
3,9,4,/,1,351.984,463.379,1.447,2,2,0,0,1
3,9,3,/,1,812.464,405.033,7.096,1,2,0,0,1
3,9,4,/,1,933.363,401.62,1.114,2,2,0,0,1
3,9,1,Z,1,422.712,388.283,1.604,1,1,0,0,1
3,9,1,Z,1,710.519,401.126,2.144,1,1,0,0,1
3,9,2,Z,1,557.013,413.247,1.38,2,1,0,0,1
3,9,1,Z,1,674.69,456.822,1.007,1,1,0,0,1
3,9,4,/,1,389.732,441.73,1.701,2,2,0,0,1
3,9,3,/,1,765.611,403.504,0.489,1,2,0,0,1
3,9,4,/,1,326.468,338.966,1.681,2,2,0,0,1
3,9,4,/,1,624.548,420.603,2.385,2,2,0,0,1
3,9,4,/,1,367.17,469.328,2.014,2,2,0,0,1
3,9,3,/,1,470.574,466.531,2.678,1,2,0,0,1
3,9,1,Z,1,286.7,432.151,3.151,1,1,0,0,1
3,9,1,Z,1,464.712,364.003,1.622,1,1,0,0,1
3,9,1,Z,1,461.413,398.038,2.014,1,1,0,0,1
3,9,2,Z,1,399.179,345.724,2.238,2,1,0,0,1
3,9,3,/,1,275.636,417.377,2.17,1,2,0,0,1
3,9,1,Z,1,247.416,400.286,2.685,1,1,0,0,1
3,9,2,Z,1,358.624,362.028,3.282,2,1,0,0,1
3,9,2,Z,1,380.621,377.218,0.597,2,1,0,0,1
3,9,2,Z,1,373.224,571.848,0.765,2,1,0,0,1
3,9,2,Z,1,301.171,444.936,0.541,2,1,0,0,1
3,9,3,/,1,235.549,370.219,1.544,1,2,0,0,1
3,10,4,/,1,471.654,319.014,1.623,2,2,0,0,1
3,10,2,Z,1,444.538,365.645,3.263,2,1,0,0,1
3,10,1,Z,1,836.394,389.162,1.827,1,1,0,0,1
3,10,1,Z,1,767.94,386.425,1.417,1,1,0,0,1
3,10,3,/,1,443.04,407.476,1.408,1,2,0,0,1
3,10,1,Z,1,555.091,322.422,2.256,1,1,0,0,1
3,10,1,Z,1,615.304,398.233,1.548,1,1,0,0,1
3,10,3,/,1,452.399,414.692,1.603,1,2,0,0,1
3,10,4,/,1,288.258,566.479,1.192,2,2,0,0,1
3,10,4,/,1,295.897,445.702,1.974,2,2,0,0,1
3,10,2,Z,1,341.055,356.535,1.958,2,1,0,0,1
3,10,2,Z,1,424.493,436.139,1.492,2,1,0,0,1
3,10,1,Z,1,461.012,399.543,2.35,1,1,0,0,1
3,10,3,/,1,247.434,411.634,1.583,1,2,0,0,1
3,10,3,/,1,276.98,467.668,2.991,1,2,0,0,1
3,10,3,/,1,470.779,342.024,1.017,1,2,0,0,1
3,10,2,Z,1,367.667,499.047,2.685,2,1,0,0,1
3,10,3,/,1,294.574,383.794,0.841,1,2,0,0,1
3,10,3,/,1,301.494,372.606,1.368,1,2,0,0,1
3,10,1,Z,1,328.646,377.257,1.063,1,1,0,0,1
3,10,3,/,1,276.499,369.734,1.349,1,2,0,0,1
3,10,1,Z,1,435.639,313.351,1.66,1,1,0,0,1
3,10,1,Z,1,413.71,432.307,0.951,1,1,0,0,1
3,10,4,/,1,460.182,312.376,1.662,2,2,0,0,1
3,10,3,/,1,331.035,326.435,0.43,1,2,0,0,1
3,10,4,/,1,387.65,359.217,26.821,2,2,0,0,1
3,10,4,/,1,363.23,278.68,2.014,2,2,0,0,1
3,10,4,/,1,308.034,347.115,2.326,2,2,0,0,1
3,10,2,Z,1,323.12,287.077,1.268,2,1,0,0,1
3,10,2,Z,1,442.154,369.574,-0.634,2,1,0,0,1
3,10,2,Z,1,651.233,317.222,0.429,2,1,0,0,1
3,10,2,Z,1,387.085,271.458,1.678,2,1,0,0,1
3,10,3,/,1,373.857,344.001,1.564,1,2,0,0,1
3,10,4,/,1,429.854,435.073,3.069,2,2,0,0,1
3,10,4,/,1,363.889,482.959,1.642,2,2,0,0,1
3,10,2,Z,1,457.907,451.406,1.977,2,1,0,0,1
3,10,2,Z,1,394.653,320.389,1.156,2,1,0,0,1
3,10,1,Z,1,566.487,247.96,1.958,1,1,0,0,1
3,11,2,Z,1,378.59,337.221,2.778,2,1,0,0,1
3,11,2,Z,1,432.46,417.743,2.35,2,1,0,0,1
3,11,1,Z,1,537.434,423.217,2.573,1,1,0,0,1
3,11,2,Z,1,403.171,407.597,1.063,2,1,0,0,1
3,11,4,/,1,335.162,430.132,2.424,2,2,0,0,1
3,11,4,/,1,295.31,430.262,1.896,2,2,0,0,1
3,11,1,Z,1,512.315,434.418,0.559,1,1,0,0,1
3,11,1,Z,1,429.117,409.044,4.606,1,1,0,0,1
3,11,3,/,1,367.708,482.064,0.958,1,2,0,0,1
3,11,4,/,1,377.718,468.563,2.424,2,2,0,0,1
3,11,3,/,1,326.331,345.288,0.762,1,2,0,0,1
3,11,1,Z,1,383.948,406.248,1.399,1,1,0,0,1
3,11,4,/,1,366.477,364.102,7.194,2,2,0,0,1
3,11,3,/,1,365.319,433.246,2.189,1,2,0,0,1
3,11,1,Z,1,342.381,381.225,2.368,1,1,0,0,1
3,11,2,Z,1,615.408,303.459,1.324,2,1,0,0,1
3,11,1,Z,1,545.169,348.989,1.902,1,1,0,0,1
3,11,3,/,1,251.574,339.917,2.502,1,2,0,0,1
3,11,2,Z,1,408.441,329.655,2.368,2,1,0,0,1
3,11,3,/,1,344.406,428.92,2.698,1,2,0,0,1
3,11,2,Z,1,382.021,370.102,3.58,2,1,0,0,1
3,11,2,Z,1,804.162,341.502,1.641,2,1,0,0,1
3,11,4,/,1,415.443,505.317,0.86,2,2,0,0,1
3,11,1,Z,1,544.232,422.982,1.678,1,1,0,0,1
3,11,2,Z,1,424.964,341.932,1.604,2,1,0,0,1
3,11,1,Z,1,592.987,357.278,1.343,1,1,0,0,1
3,11,4,/,1,373.327,352.672,2.737,2,2,0,0,1
3,11,2,Z,1,394.266,518.01,2.144,2,1,0,0,1
3,11,1,Z,1,673.122,317.457,2.536,1,1,0,0,1
3,11,2,Z,1,397.064,272.025,2.611,2,1,0,0,1
3,11,4,/,1,407.523,359.534,0.704,2,2,0,0,1
3,11,3,/,1,286.203,327.275,3.812,1,2,0,0,1
3,11,3,/,1,319.528,248.976,1.662,1,2,0,0,1
3,11,3,/,1,310.808,282.857,1.72,1,2,0,0,1
3,12,1,Z,1,492.976,275.543,2.461,1,1,0,0,1
3,12,3,/,1,242.038,278.643,1.134,1,2,0,0,1
3,12,2,Z,1,412.921,301.172,1.454,2,1,0,0,1
3,12,4,/,1,799.627,336.673,-6.256,2,2,0,0,1
3,12,4,/,1,797.752,297.383,3.793,2,2,0,0,1
3,12,1,Z,1,290.601,336.185,1.268,1,1,0,0,1
3,12,2,Z,1,526.456,553.042,1.641,2,1,0,0,1
3,12,2,Z,1,429.93,370.982,2.76,2,1,0,0,1
3,12,2,Z,1,917.236,396.474,1.977,2,1,0,0,1
3,12,4,/,1,481.661,424.165,1.153,2,2,0,0,1
3,12,3,/,1,829.278,286.251,1.29,1,2,0,0,1
3,12,2,Z,1,431.019,397.256,1.678,2,1,0,0,1
3,12,4,/,1,991.729,365.538,1.408,2,2,0,0,1
3,12,3,/,1,677.601,441.786,2.15,1,2,0,0,1
3,12,1,Z,1,508.056,303.166,1.734,1,1,0,0,1
3,12,1,Z,1,582.384,287.879,2.014,1,1,0,0,1
3,12,1,Z,1,646.807,352.801,1.212,1,1,0,0,1
3,12,3,/,1,277.489,410.44,2.365,1,2,0,0,1
3,12,2,Z,1,403.96,199.811,2.2,2,1,0,0,1
3,12,1,Z,1,495.477,309.461,1.604,1,1,0,0,1
3,12,1,Z,1,473.335,374.833,1.231,1,1,0,0,1
3,12,2,Z,1,376.169,280.822,1.697,2,1,0,0,1
3,12,4,/,1,360.862,397.164,2.444,2,2,0,0,1
3,12,4,/,1,316.18,409.042,1.896,2,2,0,0,1
3,12,3,/,1,375.734,393.285,2.131,1,2,0,0,1
3,12,4,/,1,454.333,398.376,2.346,2,2,0,0,1
3,12,3,/,1,367.937,425.6,2.444,1,2,0,0,1
3,12,3,/,1,326.795,457.599,1.642,1,2,0,0,1
3,12,4,/,1,772.91,411.186,1.192,2,2,0,0,1
3,12,2,Z,1,463.245,310.575,1.827,2,1,0,0,1
3,12,2,Z,1,426.458,340.603,1.454,2,1,0,0,1
3,12,4,/,1,664.899,363.263,1.896,2,2,0,0,1
3,12,3,/,1,749.568,354.443,2.639,1,2,0,0,1
3,12,3,/,1,359.305,367.683,1.114,1,2,0,0,1
3,12,4,/,1,389.229,288.377,1.701,2,2,0,0,1
3,12,2,Z,1,334.569,247.491,2.033,2,1,0,0,1
4,2,4,/,1,462.313,1944.464,4.691,2,2,0,0,1
4,2,1,Z,1,421.2,1577.827,-0.758,1,1,0,0,1
4,2,2,Z,1,499.253,1824.389,6.455,2,1,0,0,1
4,2,3,/,1,526.987,1308.152,2.5,1,2,0,0,1
4,2,3,/,1,540.665,1452.388,3.95,1,2,0,0,1
4,2,3,/,1,411.005,1509.066,3.95,1,2,0,0,1
4,2,4,/,1,474.603,1526.475,7.808,2,2,0,0,1
4,2,1,Z,1,422.146,1598.258,5.453,1,1,0,0,1
4,2,1,Z,1,356.432,1755.812,7.286,1,1,0,0,1
4,2,2,Z,1,544.363,1492.708,2.274,2,1,0,0,1
4,2,3,/,1,453.704,1843.579,5.185,1,2,0,0,1
4,2,4,/,1,489.937,2018.477,3.858,2,2,0,0,1
4,2,4,/,1,433.973,1849.179,2.901,2,2,0,0,1
4,2,2,Z,1,420.075,1739.548,-3.276,2,1,0,0,1
4,2,2,Z,1,398.92,2155.979,3.717,2,1,0,0,1
